title,genres
Farinelli,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
Gordy,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Gumby: The Movie,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
The Glass Shield,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Hoop Dreams,"[{'id': 99, 'name': 'Documentary'}]"
Heavenly Creatures,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
Houseguest,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Immortal Beloved,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
Heavyweights,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]"
The Hunted,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
I.Q.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Interview with the Vampire,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]"
Jefferson in Paris,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Jerky Boys,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Junior,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Just Cause,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
A Kid in King Arthur's Court,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
Kiss of Death,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Star Wars,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
Little Women,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
A Little Princess,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Ladybird Ladybird,"[{'id': 18, 'name': 'Drama'}]"
L'Enfer,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Like Water for Chocolate,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Legends of the Fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
Major Payne,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Little Odessa,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
Mi Vida Loca,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Love Affair,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Losing Isaiah,"[{'id': 18, 'name': 'Drama'}]"
The Madness of King George,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Mary Shelley's Frankenstein,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]"
Man of the House,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Mixed Nuts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Milk Money,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Miracle on 34th Street,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Miami Rhapsody,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
My Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Murder in the First,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Nobody's Fool,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Nell,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
New Jersey Drive,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
New York Cop,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Beyond Bedlam,"[{'id': 27, 'name': 'Horror'}]"
Nemesis 2 - Nebula,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Nina Takes a Lover,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Natural Born Killers,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Only You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Once Were Warriors,"[{'id': 18, 'name': 'Drama'}]"
Poison Ivy II: Lily,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Outbreak,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Leon: The Professional,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
The Perez Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
A Pyromaniac's Love Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Pulp Fiction,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Panther,"[{'id': 18, 'name': 'Drama'}]"
Pushing Hands,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Priest,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Quiz Show,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
Picture Bride,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Queen Margot,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
The Quick and the Dead,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
Roommates,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Prêt-à-Porter,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Three Colors: Red,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Three Colors: Blue,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]"
Three Colors: White,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
"Red Firecracker, Green Firecracker","[{'id': 18, 'name': 'Drama'}]"
Rent-a-Kid,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]"
Relative Fear,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
Stuart Saves His Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Swan Princess,"[{'id': 16, 'name': 'Animation'}]"
The Secret of Roan Inish,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
The Specialist,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Stargate,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
The Santa Clause,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
The Shawshank Redemption,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Shallow Grave,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Suture,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Strawberry and Chocolate,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Swimming with Sharks,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]"
The Sum of Us,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Senior Trip,"[{'id': 35, 'name': 'Comedy'}]"
To Live,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
Tank Girl,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Tales from the Crypt: Demon Knight,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Star Trek: Generations,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
Tales from the Hood,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Tom & Viv,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Village of the Damned,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Tommy Boy,"[{'id': 35, 'name': 'Comedy'}]"
Vanya on 42nd Street,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Underneath,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
The Walking Dead,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
What's Eating Gilbert Grape,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Virtuosity,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
While You Were Sleeping,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The War,"[{'id': 18, 'name': 'Drama'}]"
Double Happiness,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Muriel's Wedding,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Baby-Sitters Club,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Ace Ventura: Pet Detective,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]"
"The Adventures of Priscilla, Queen of the Desert","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Backbeat,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Bitter Moon,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Bullets Over Broadway,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Clear and Present Danger,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Client,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
"Corrina, Corrina","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Crooklyn,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Crow,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Cobb,"[{'id': 18, 'name': 'Drama'}]"
The Flintstones,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Forrest Gump,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Four Weddings and a Funeral,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Higher Learning,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
I Like It Like That,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
I Love Trouble,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
It Could Happen to You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Jungle Book,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
"The Wonderful, Horrible Life of Leni Riefenstahl","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]"
The Lion King,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]"
Little Buddha,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
New Nightmare,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]"
The Mask,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]"
Maverick,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
Mrs. Parker and the Vicious Circle,"[{'id': 18, 'name': 'Drama'}]"
The Naked Gun 33⅓: The Final Insult,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
The Paper,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Reality Bites,"[{'id': 18, 'name': 'Drama'}]"
Red Rock West,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Ri¢hie Ri¢h,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Safe Passage,"[{'id': 18, 'name': 'Drama'}]"
The River Wild,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Speed,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
Speechless,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Timecop,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
True Lies,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
When a Man Loves a Woman,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Wolf,"[{'id': 14, 'name': 'Fantasy'}]"
Wyatt Earp,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
Bad Company,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
A Man of No Importance,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
S.F.W.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
A Low Down Dirty Shame,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
"Boys Life: Three Stories of Love, Lust, and Liberation","[{'id': 18, 'name': 'Drama'}]"
Colonel Chabert,"[{'id': 18, 'name': 'Drama'}]"
"Faster, Pussycat! Kill! Kill!","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
Jason's Lyric,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Secret Adventures of Tom Thumb,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]"
Street Fighter,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
Coldblooded,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Desert Winds,[]
Fall Time,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Fear,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Frank and Ollie,"[{'id': 99, 'name': 'Documentary'}]"
Girl in the Cadillac,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Homage,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Mirage,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Open Season,"[{'id': 35, 'name': 'Comedy'}]"
Dos Crímenes,[]
Brother Minister: The Assassination of Malcolm X,"[{'id': 99, 'name': 'Documentary'}]"
Highlander: The Final Dimension,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Federal Hill,[]
In the Mouth of Madness,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8 Seconds,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Above the Rim,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Addams Family Values,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Martin Lawrence: You So Crazy,"[{'id': 35, 'name': 'Comedy'}]"
The Age of Innocence,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Airheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]"
The Air Up There,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Another Stakeout,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Bad Girls,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
Barcelona,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Being Human,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
The Beverly Hillbillies,"[{'id': 35, 'name': 'Comedy'}]"
Beverly Hills Cop III,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Black Beauty,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Blink,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Blown Away,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Blue Chips,"[{'id': 18, 'name': 'Drama'}]"
Blue Sky,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Body Snatchers,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Boxing Helena,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
A Bronx Tale,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Cabin Boy,"[{'id': 35, 'name': 'Comedy'}]"
Calendar Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Carlito's Way,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
City Slickers II: The Legend of Curly's Gold,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
Clean Slate,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
Cliffhanger,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
Coneheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
Color of Night,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Cops & Robbersons,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
The Cowboy Way,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Dangerous Game,"[{'id': 18, 'name': 'Drama'}]"
Dave,"[{'id': 35, 'name': 'Comedy'}]"
Dazed and Confused,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Demolition Man,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
The Endless Summer 2,"[{'id': 99, 'name': 'Documentary'}]"
Even Cowgirls Get the Blues,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Fatal Instinct,"[{'id': 35, 'name': 'Comedy'}]"
Farewell My Concubine,"[{'id': 18, 'name': 'Drama'}]"
The Favor,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Fearless,"[{'id': 18, 'name': 'Drama'}]"
Fear of a Black Hat,"[{'id': 35, 'name': 'Comedy'}]"
With Honors,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Flesh and Bone,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Widows' Peak,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
For Love or Money,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Firm,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Free Willy,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]"
Fresh,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Fugitive,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
Geronimo: An American Legend,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
The Getaway,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Getting Even with Dad,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Go Fish,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
A Good Man in Africa,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Guilty as Sin,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Hard Target,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Heaven & Earth,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
Hot Shots! Part Deux,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]"
Live Nude Girls,"[{'id': 35, 'name': 'Comedy'}]"
The Englishman Who Went Up a Hill But Came Down a Mountain,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The House of the Spirits,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
House Party 3,"[{'id': 35, 'name': 'Comedy'}]"
The Hudsucker Proxy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
